,0,1
0,0.3237960919897269,Previous_Cesarian_Y
1,0.18080369087627474,Previous_Cesarian_N
2,0.15342411625019653,#_of_Previous_Cesareans
3,0.09345174716911421,NO_RISK
4,0.07710049311564757,Medical_Attendant
5,0.05978070324184979,Prior_Births_Living
6,0.027293844547951397,Induction_of_labor_N
7,0.021282249031725632,BMI
8,0.0212276447458104,Induction_of_labor_Y
9,0.012649822044718578,Age_of_Mother
10,0.012589830955545247,Pre_Pregnancy_Weight
11,0.006281123290920529,Weight_Gain
12,0.004457193855389502,Mothers_Height_in_Inches
13,0.0011756908539575566,Prior_Terminations
14,0.0007990763845549016,NO_MORBIDITY
15,0.0007632784480059638,Marital_Status_1
16,0.0006489432475870871,Cigarette_Consumption
17,0.0006034274621478091,Marital_Status_ 
18,0.0005896493876523037,Marital_Status_2
19,0.0003449088172002338,NO_INFEC
20,0.0003374264720462085,Previous_Cesarian_U
21,0.0003156620447475212,Prior_Births_Dead
22,0.0001374121586074946,Marital_Status_1
23,7.739205769184278e-05,Induction_of_labor_U
24,6.858155092997365e-05,Marital_Status_2
