,0,1
0,0.11615521222581486,Previous_Cesarian_Y
1,0.11012259573403489,#_of_Previous_Cesareans
2,0.09973150831143102,Previous_Cesarian_N
3,0.09258262537936775,Medical_Attendant
4,0.0876755855818648,Prior_Births_Living
5,0.07937131977918006,BMI
6,0.07166316328329399,Age_of_Mother
7,0.07144092239167377,Weight_Gain
8,0.06858399519053132,Pre_Pregnancy_Weight
9,0.06793367607154391,NO_RISK
10,0.04665047506393126,Mothers_Height_in_Inches
11,0.020714926557334253,Prior_Terminations
12,0.019635028890831824,Induction_of_labor_Y
13,0.015997467955758998,Induction_of_labor_N
14,0.015505528885310713,Cigarette_Consumption
15,0.008030729330207051,Marital_Status_ 
16,0.005206191203659124,NO_MORBIDITY
17,0.0029990481642305105,Prior_Births_Dead
